,Job_Link,Response
0,https://www.naukri.com/job-listings-AI-Scientist-Wissen-Infotech-Pvt-Ltd-Bengaluru-Marathahalli-5-to-8-years-111017002270?src=nfl&sid=15083094317409&xp=1,<Response [200]>
1,https://www.naukri.com/job-listings-Data-Scientist-Perl-python-niki-ai-Bengaluru-3-to-6-years-181017900094?src=jobsearchDesk&sid=15083094317409&xp=2,<Response [200]>
2,https://www.naukri.com/job-listings-Data-Scientist-Brillio-Technologies-Pvt-Ltd-Bengaluru-2-to-5-years-161017902217?src=jobsearchDesk&sid=15083094317409&xp=3,<Response [200]>
3,https://www.naukri.com/job-listings-Senior-Data-Scientist-Data-Scientist-Knorex-India-Pune-Hadapsar-3-to-6-years-181017000490?src=jobsearchDesk&sid=15083094317409&xp=4,<Response [200]>
4,https://www.naukri.com/job-listings-Data-Scientist-GoPaisa-Netventures-Pvt-Ltd-New-Delhi-Jasola-3-to-5-years-161017900264?src=jobsearchDesk&sid=15083094317409&xp=5,<Response [200]>
5,https://www.naukri.com/job-listings-Data-Engineer-analyst-scientist-Big-Data-IDS-Infotech-Ltd-Chandigarh-2-to-4-years-181017000683?src=jobsearchDesk&sid=15083094317409&xp=6,<Response [200]>
6,https://www.naukri.com/job-listings-Senior-Data-Scientist-Pricewaterhouse-Coopers-Private-Limited-Delhi-NCR-4-to-7-years-161017006002?src=jobsearchDesk&sid=15083094317409&xp=7,<Response [200]>
7,https://www.naukri.com/job-listings-Data-Scientist-Inkredo-Startup-Gurgaon-1-to-3-years-171017901438?src=jobsearchDesk&sid=15083094317409&xp=8,<Response [200]>
8,https://www.naukri.com/job-listings-Data-Scientist-SQL-Hive-Pig-xtLytics-Delhi-NCR-Noida-5-to-10-years-131017901845?src=jobsearchDesk&sid=15083094317409&xp=9,<Response [200]>
9,https://www.naukri.com/job-listings-Tacit-DDC-Lead-Data-Scientist-Shell-India-Markets-Private-Limited-Bengaluru-12-to-14-years-171017901222?src=jobsearchDesk&sid=15083094317409&xp=10,<Response [200]>
10,https://www.naukri.com/job-listings-Data-Scientist-R-Statistical-Modelling-IIT-NIT-Kafal-Software-Delhi-NCR-4-to-9-years-131017901840?src=jobsearchDesk&sid=15083094317409&xp=11,<Response [200]>
11,https://www.naukri.com/job-listings-Business-Data-Scientist-Redhat-pune-Red-Hat-India-Pvt-Ltd-Pune-7-to-12-years-171017005438?src=jobsearchDesk&sid=15083094317409&xp=12,<Response [200]>
12,https://www.naukri.com/job-listings-Data-Scientist-Digital-Intelligence-COE-FedEX-Express-Transportation-Supply-ChainServices-I-Pvt-Ltd-Mumbai-2-to-7-years-060917003158?src=jobsearchDesk&sid=15083094317409&xp=13,<Response [200]>
13,https://www.naukri.com/job-listings-Data-Scientist-Adecco-India-Private-Limited-Pune-3-to-5-years-310717006501?src=jobsearchDesk&sid=15083094317409&xp=14,<Response [200]>
14,https://www.naukri.com/job-listings-Looking-for-Data-Scientist-for-Chennai-Yellow-Box-HR-Services-Pvt-Ltd-Chennai-6-to-11-years-171017005165?src=jobsearchDesk&sid=15083094317409&xp=15,<Response [200]>
15,https://www.naukri.com/job-listings-Urgent-Opening-for-Data-Scientist-sas-Mumbai-Adecco-India-Private-Limited-Mumbai-3-to-8-years-090817020498?src=jobsearchDesk&sid=15083094317409&xp=16,<Response [200]>
16,https://www.naukri.com/job-listings-Sr-Data-Scientist-Pykih-Data-Intelligence-Private-Limited-Ahmedabad-5-to-10-years-161017005627?src=jobsearchDesk&sid=15083094317409&xp=17,<Response [200]>
17,https://www.naukri.com/job-listings-NLP-Scientist-Data-Mining-machine-Learning-Premium-India-5-to-10-years-171017901624?src=jobsearchDesk&sid=15083094317409&xp=18,<Response [200]>
18,https://www.naukri.com/job-listings-Data-Scientist-It-internet-online-Premium-Delhi-NCR-Gurgaon-5-to-9-years-161017902522?src=jobsearchDesk&sid=15083094317409&xp=19,<Response [200]>
19,https://www.naukri.com/job-listings-SDM-BPS-Analytics-data-Scientist-BPO-Premium-Hyderabad-7-to-10-years-161017900934?src=jobsearchDesk&sid=15083094317409&xp=20,<Response [200]>
20,https://www.naukri.com/job-listings-Data-Scientist-R-Python-with-Machine-Learning-Expert-Pune-Mississippi-Consultants-Pune-5-to-10-years-080917006060?src=jobsearchDesk&sid=15083094317409&xp=21,<Response [200]>
21,https://www.naukri.com/job-listings-Principal-Data-Scientist-IIT-NIT-CA-India-Technologies-Private-Limited-Hyderabad-7-to-12-years-111017002473?src=jobsearchDesk&sid=15083094317409&xp=22,<Response [200]>
22,https://www.naukri.com/job-listings-Senior-Data-Scientist-Bundl-Technologies-Pvt-Ltd-Bengaluru-3-to-6-years-131017900903?src=jobsearchDesk&sid=15083094317409&xp=23,<Response [200]>
23,https://www.naukri.com/job-listings-Senior-Data-Scientist-SAP-India-Pvt-Ltd-Bengaluru-5-to-10-years-121017901778?src=jobsearchDesk&sid=15083094317409&xp=24,<Response [200]>
24,https://www.naukri.com/job-listings-Data-Scientist-Nlp-big-Data-spark-ColorTokens-Inc-Bengaluru-7-to-10-years-121017900911?src=jobsearchDesk&sid=15083094317409&xp=25,<Response [200]>
25,https://www.naukri.com/job-listings-Data-Scientist-IBM-India-Pvt-Limited-Bengaluru-3-to-6-years-111017900841?src=jobsearchDesk&sid=15083094317409&xp=26,<Response [200]>
26,https://www.naukri.com/job-listings-Senior-Data-Scientist-Text-Mining-Molecular-connections-Bengaluru-4-to-5-years-111017900528?src=jobsearchDesk&sid=15083094317409&xp=27,<Response [200]>
27,https://www.naukri.com/job-listings-Data-Scientist-Requirement-for-Pune-L-T-Infotech-Larsen-Toubro-Infotech-Limited-Pune-7-to-11-years-111017004506?src=jobsearchDesk&sid=15083094317409&xp=28,<Response [200]>
28,https://www.naukri.com/job-listings-Lead-Data-Scientist-Accenture-Solutions-Pvt-Ltd-Bengaluru-4-to-9-years-091017003692?src=jobsearchDesk&sid=15083094317409&xp=29,<Response [200]>
29,https://www.naukri.com/job-listings-Unify-Urgent-Requirement-Data-Scientist-Gurugram-UNIFY-TECHNOLOGIES-PVT-LTD-Gurgaon-2-to-6-years-070817000721?src=jobsearchDesk&sid=15083094317409&xp=30,<Response [200]>
30,https://www.naukri.com/job-listings-Data-Scientist-Applexus-Technologies-P-Ltd-Trivandrum-1-to-5-years-061017006900?src=jobsearchDesk&sid=15083094317409&xp=31,<Response [200]>
31,https://www.naukri.com/job-listings-Urgently-Hiring-for-Data-Scientist-Bebo-Technologies-Pvt-Ltd-Chandigarh-4-to-8-years-121017006738?src=jobsearchDesk&sid=15083094317409&xp=32,<Response [200]>
32,https://www.naukri.com/job-listings-Looking-for-a-Data-Scientist-Role-Accenture-Solutions-Pvt-Ltd-Gurgaon-12-to-16-years-121017003370?src=jobsearchDesk&sid=15083094317409&xp=33,<Response [200]>
33,https://www.naukri.com/job-listings-Data-Scientist-Decision-Minds-India-P-Ltd-Chennai-5-to-10-years-060617003796?src=jobsearchDesk&sid=15083094317409&xp=34,<Response [200]>
34,https://www.naukri.com/job-listings-Opening-for-Data-Scientist-Position-Analytics-Firm-Bengaluru-2-to-7-years-041017006554?src=jobsearchDesk&sid=15083094317409&xp=35,<Response [200]>
35,https://www.naukri.com/job-listings-Artificial-Intelligence-Specialist-data-Scientist-associate-Principal-Accenture-Solutions-Pvt-Ltd-Bengaluru-5-to-10-years-121017002936?src=jobsearchDesk&sid=15083094317409&xp=36,<Response [200]>
36,https://www.naukri.com/job-listings-Data-Scientist-Sr-Level-ICs-ManpowerGroup-Services-India-Private-Limited-Bengaluru-10-to-20-years-300917001477?src=jobsearchDesk&sid=15083094317409&xp=37,<Response [200]>
37,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-Talpro-Delhi-NCR-Bengaluru-8-to-12-years-241016900804?src=jobsearchDesk&sid=15083094317409&xp=38,<Response [200]>
38,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-Talpro-Delhi-NCR-Bengaluru-8-to-12-years-240816901314?src=jobsearchDesk&sid=15083094317409&xp=39,<Response [200]>
39,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-TalPro-Delhi-NCR-Bengaluru-8-to-12-years-210915901140?src=jobsearchDesk&sid=15083094317409&xp=40,<Response [200]>
40,https://www.naukri.com/job-listings-Data-Scientist-SAS-SQL-SPSS-TalPro-Bengaluru-Delhi-NCR-8-to-12-years-180216900301?src=jobsearchDesk&sid=15083094317409&xp=41,<Response [200]>
41,https://www.naukri.com/job-listings-Urgent-Requirement-for-a-Data-Scientist-M-S-Myriad-Consuting-Navi-Mumbai-2-to-5-years-131017003642?src=jobsearchDesk&sid=15083094317409&xp=42,<Response [200]>
42,https://www.naukri.com/job-listings-Opportunity-for-Principal-Data-Scientist-with-Nouveau-Labs-FloLearning-Solutions-Pvt-Ltd-Bengaluru-10-to-20-years-131017003465?src=jobsearchDesk&sid=15083094317409&xp=43,<Response [200]>
43,https://www.naukri.com/job-listings-Opportunity-for-Principal-Data-Scientist-with-Nouveau-Labs-FloLearning-Solutions-Pvt-Ltd-Bengaluru-10-to-20-years-131017003309?src=jobsearchDesk&sid=15083094317409&xp=44,<Response [200]>
44,https://www.naukri.com/job-listings-Software-Engineer-data-Scientist-Client-Of-Sampoorna-Mumbai-2-to-5-years-121017901025?src=jobsearchDesk&sid=15083094317409&xp=45,<Response [200]>
45,https://www.naukri.com/job-listings-Data-Scientist-KPO-Premium-Chennai-3-to-8-years-121017900418?src=jobsearchDesk&sid=15083094317409&xp=46,<Response [200]>
46,https://www.naukri.com/job-listings-Senior-Data-Scientist-KPO-Premium-Chennai-5-to-10-years-121017900417?src=jobsearchDesk&sid=15083094317409&xp=47,<Response [200]>
47,https://www.naukri.com/job-listings-Data-Scientist-senior-Data-Scientist-Advanced-Analytics-Consulting-F-Premium-Chennai-3-to-8-years-121017900413?src=jobsearchDesk&sid=15083094317409&xp=48,<Response [200]>
48,https://www.naukri.com/job-listings-Data-Scientist-Analytics-Firm-Premium-Mumbai-2-to-7-years-121017900371?src=jobsearchDesk&sid=15083094317409&xp=49,<Response [200]>
49,https://www.naukri.com/job-listings-Senior-Reporting-Analyst-Data-Scientist-Consulting-Firm-Premium-Chennai-3-to-6-years-121017900359?src=jobsearchDesk&sid=15083094317409&xp=50,<Response [200]>
50,https://www.naukri.com/job-listings-Data-Scientist-Digital-Intelligence-COE-Courier-Services-Premium-Mumbai-2-to-7-years-121017900183?src=jobsearchDesk&sid=15083094317409&xp=51,<Response [200]>
51,https://www.naukri.com/job-listings-Data-Scientist-ETL-Analytics-Premium-Mumbai-3-to-6-years-111017901148?src=jobsearchDesk&sid=15083094944865&xp=1,<Response [200]>
52,https://www.naukri.com/job-listings-Urgent-Opening-for-DATA-Scientist-Sutherland-Bangalore-Sutherland-Global-Services-Private-Limited-Bengaluru-4-to-6-years-111017006218?src=jobsearchDesk&sid=15083094944865&xp=2,<Response [200]>
53,https://www.naukri.com/job-listings-Manager-senior-Manager-Cyber-Security-Data-Scientist-Premium-Mumbai-6-to-11-years-111017901098?src=jobsearchDesk&sid=15083094944865&xp=3,<Response [200]>
54,https://www.naukri.com/job-listings-Senior-Data-Scientist-Cactus-Communications-Pvt-Ltd-Mumbai-2-to-7-years-220917007027?src=jobsearchDesk&sid=15083094944865&xp=4,<Response [200]>
